cpu_percent,num_handles,pid,name,memory_percent,num_threads,nice,read_count,write_count,read_bytes,write_bytes,cpu_times_user,cpu_times_system,voluntary_ctx_switches,involuntary_ctx_switches,memory_rss,memory_vms,label
0.0,50,808,fontdrvhost.exe,0.1204769858432387,5,,0,0,0,0,0.109375,0.28125,7736,0,4.93359375,1.84765625,benign
0.0,50,816,fontdrvhost.exe,0.0650556645645992,5,,0,0,0,0,0.0,0.03125,1849,0,2.6640625,1.45703125,benign
0.0,1193,900,svchost.exe,0.3505565502564547,10,,20,0,81920,0,6.84375,9.4375,14570,0,14.35546875,7.48046875,benign
0.0,310,948,svchost.exe,0.2332274191502127,4,,0,0,0,0,0.21875,0.59375,1177,0,9.55078125,2.53515625,benign
0.0,120,1032,svchost.exe,0.1206677649182082,3,,0,0,0,0,0.015625,0.015625,62,0,4.94140625,1.265625,benign
0.0,114,1068,conhost.exe,0.1526232599755993,5,32.0,55,103,125,6293,0.25,1.1875,141980,0,6.25,1.296875,benign
0.0,415,1172,svchost.exe,0.361144788917262,7,,3343,936,79048016,17053024,0.796875,2.984375,3675,0,14.7890625,16.12890625,benign
0.0,393,1200,svchost.exe,0.3561845329680549,5,,1,524,6,7845922,0.375,1.21875,1939,0,14.5859375,5.90625,benign
0.0,246,1232,svchost.exe,0.3164070958369144,2,,27,0,200704,0,0.09375,0.171875,69,0,12.95703125,3.1484375,benign
0.0,142,1276,svchost.exe,0.1573927368498368,1,,0,0,0,0,0.078125,0.203125,44,0,6.4453125,4.23046875,benign
0.0,247,1320,svchost.exe,0.2156757442530188,7,,0,0,0,0,0.65625,1.171875,1600,0,8.83203125,2.5546875,benign
0.0,167,1336,svchost.exe,0.1405087887150361,2,,0,0,0,0,0.140625,0.171875,11091,0,5.75390625,1.4609375,benign
0.0,232,1364,svchost.exe,0.171033440710156,6,,0,0,0,0,0.125,0.46875,328,0,7.00390625,2.1171875,benign
0.0,205,1464,dllhost.exe,0.2467727334730471,5,,24,70,2408448,1015808,0.03125,0.0625,296,0,10.10546875,3.890625,benign
0.0,230,1516,svchost.exe,0.2479174079228642,2,,0,0,0,0,0.015625,0.078125,88,0,10.15234375,2.26953125,benign
0.0,779,1556,powershell.exe,1.4810179589882222,13,32.0,155,64,476771,1067,0.59375,0.890625,17207,0,60.6484375,63.59765625,benign
0.0,129,1592,svchost.exe,0.1615898764991658,1,,0,0,0,0,0.015625,0.078125,76,0,6.6171875,1.38671875,benign
0.0,158,1600,python.exe,0.2905565311785472,3,32.0,64,0,7188087,0,0.046875,0.09375,163,0,11.8984375,4.53125,benign
0.0,443,1604,svchost.exe,0.2046105579047879,4,,34,0,714,0,0.1875,0.40625,265,0,8.37890625,2.82421875,benign
0.0,224,1616,svchost.exe,0.3316694218344743,3,,3,517,233633,5551039,0.890625,13.546875,10617,0,13.58203125,2.7578125,benign
0.0,235,1644,svchost.exe,0.1406995677900056,3,,0,0,0,0,0.0,0.0625,1182,0,5.76171875,1.328125,benign
0.0,393,1704,svchost.exe,0.2515422103472847,5,,9,9,1044,1440,0.09375,0.375,2321,0,10.30078125,3.9296875,benign
0.0,0,1788,MemCompression,2.375199483370265,58,,0,0,0,0,0.0,26.703125,334829,0,97.265625,0.91015625,benign
0.0,171,1804,svchost.exe,0.177901487409058,2,,72,0,1448,0,0.0,0.03125,304,0,7.28515625,1.7421875,benign
0.0,181,1872,svchost.exe,0.1751351908220002,2,,0,0,0,0,0.015625,0.09375,211,0,7.171875,1.66015625,benign
0.0,155,1880,svchost.exe,0.1634976672488608,5,,0,0,0,0,0.453125,0.578125,1918,0,6.6953125,1.9453125,benign
0.0,177,1924,svchost.exe,0.171414998860095,4,,0,0,0,0,0.109375,0.4375,91,0,7.01953125,1.875,benign
0.0,557,1952,svchost.exe,0.2240700235516768,6,,0,0,0,0,0.21875,0.734375,363,0,9.17578125,2.8359375,benign
0.0,130,1960,svchost.exe,0.1880127783824414,2,,1,0,4293,0,0.0,0.03125,130,0,7.69921875,1.60546875,benign
0.0,368,2020,svchost.exe,0.3209857936361824,12,,0,0,0,0,0.171875,0.296875,594,0,13.14453125,3.2421875,benign
0.0,308,2056,svchost.exe,0.1972655635184621,10,,4,0,1648,0,0.265625,0.859375,992,0,8.078125,3.0,benign
0.0,188,2064,svchost.exe,0.4077902727473045,6,,4498,165,18288000,427472,8.84375,4.9375,172,0,16.69921875,8.5390625,benign
0.0,137,2072,svchost.exe,0.1456598237392126,3,,0,0,0,0,0.015625,0.03125,277,0,5.96484375,1.51171875,benign
0.0,368,2088,svchost.exe,0.2007949764053979,4,,0,0,0,0,0.03125,0.140625,370,0,8.22265625,2.19921875,benign
0.0,365,2160,svchost.exe,0.2271224887511888,5,,1,1,116,160,0.078125,0.078125,240,0,9.30078125,2.70703125,benign
0.0,158,2164,svchost.exe,0.1643561730862235,3,,0,0,0,0,0.0,0.078125,65,0,6.73046875,1.83203125,benign
0.0,200,2200,svchost.exe,0.288362571816398,2,,0,0,0,0,0.046875,0.078125,487,0,11.80859375,2.3203125,benign
0.0,440,2316,spoolsv.exe,0.2877902345914895,9,,2,2,232,320,0.015625,0.140625,393,0,11.78515625,5.203125,benign
0.0,399,2388,svchost.exe,0.353132067768543,10,,1,2,116,32928,0.296875,0.703125,714,0,14.4609375,9.06640625,benign
0.0,186,2424,svchost.exe,0.1764706443467867,5,,1280,861,82696,139224,0.03125,0.140625,3351,0,7.2265625,2.0,benign
0.0,207,2616,svchost.exe,0.179427720008814,5,,0,0,0,0,0.015625,0.015625,176,0,7.34765625,1.875,benign
0.0,287,2752,svchost.exe,0.3123053457250702,5,,955,98,9377364,280096,0.234375,0.578125,1681,0,12.7890625,3.79296875,benign
0.0,705,2772,svchost.exe,0.9283309788015832,9,,343,1008,28932441,2534440,7.703125,8.234375,68681,0,38.015625,22.3515625,benign
0.0,345,2804,svchost.exe,0.6625757273690707,13,,792,1421,65818934,7154204,7.203125,19.671875,46955,0,27.1328125,25.47265625,benign
0.0,145,2812,cmd.exe,0.1880127783824414,3,32.0,0,0,0,0,0.0,0.03125,174,0,7.69921875,4.703125,benign
0.0,181,2824,audiodg.exe,0.2980923046398425,5,32.0,1,0,7469,0,0.03125,1.71875,223,0,12.20703125,6.140625,benign
0.0,395,2828,svchost.exe,0.4245788313446204,16,,4829,16,39010696,346340,6.40625,5.9375,13325,0,17.38671875,10.26171875,benign
0.0,308,2836,svchost.exe,0.4321146048059157,4,,151,0,353181,0,0.25,0.296875,186,0,17.6953125,5.15234375,benign
0.0,213,2896,svchost.exe,0.2022258194676691,6,,3174,2117,208116,334152,0.078125,0.09375,5955,0,8.28125,2.37109375,benign
0.0,134,2936,svchost.exe,0.1344038583160121,5,,0,0,0,0,0.0,0.09375,46,0,5.50390625,1.56640625,benign
0.0,136,2952,svchost.exe,0.1279173697670492,3,,1,0,512,0,0.0,0.03125,257,0,5.23828125,1.265625,benign
0.0,166,2972,VGAuthService.exe,0.1696979871853695,2,,30,22,32424,2280,0.015625,0.03125,399,0,6.94921875,2.453125,benign
0.0,128,2980,vm3dservice.exe,0.1401272305650971,3,,0,0,0,0,0.015625,0.03125,8266,0,5.73828125,1.54296875,benign
0.0,308,2988,vmtoolsd.exe,0.3617171261421705,11,,2421,1225,27928,275739,0.671875,1.78125,122047,0,14.8125,6.2265625,benign
0.0,267,3008,dllhost.exe,0.288362571816398,6,32.0,202,338,12968134,7483392,0.375,0.40625,1399,0,11.80859375,3.78125,benign
0.0,379,3032,svchost.exe,0.4485216052532926,6,,728,49,2986480,99040,0.125,0.078125,769,0,18.3671875,4.25390625,benign
0.0,875,3044,MsMpEng.exe,4.977998403179142,27,,15309,3821,1152420801,693923286,130.8125,30.359375,303419,0,203.8515625,288.453125,benign
0.0,827,3068,Taskmgr.exe,1.5881404095835958,21,32.0,820,22,1094587,198532,113.109375,446.640625,2228964,0,65.03515625,36.4609375,benign
0.0,136,3124,vm3dservice.exe,0.1534817658129621,4,,0,0,0,0,0.046875,1.046875,29440,0,6.28515625,1.703125,benign
0.0,451,3436,msedge.exe,2.345437947675023,17,32.0,6439,7096,6030436,9251159,5.359375,2.4375,53264,0,96.046875,70.25390625,benign
0.0,1044,3456,msedgewebview2.exe,1.8213678287338089,54,32.0,4529,4583,6895273,6376049,1.34375,1.828125,16972,0,74.5859375,36.36328125,benign
0.0,556,3528,sihost.exe,0.6363436045607646,9,32.0,155,0,634880,0,1.328125,2.296875,10923,0,26.05859375,5.8359375,benign
0.0,220,3584,RuntimeBroker.exe,0.395008074724348,3,32.0,0,0,0,0,0.046875,0.109375,296,0,16.17578125,2.5703125,benign
0.0,140,3616,python.exe,1.6518606206234088,4,32.0,931,0,13620926,0,0.671875,1.71875,6803,0,67.64453125,83.3515625,benign
0.0,311,3632,svchost.exe,0.4002544992860093,10,32.0,142,3887,519226,8067438,1.453125,0.765625,920,0,16.390625,4.88671875,benign
0.0,269,3648,dllhost.exe,0.2608903850207901,10,,4157,7,2096005,3745,0.140625,0.421875,8411,0,10.68359375,3.80078125,benign
0.0,806,3752,svchost.exe,0.8267411213803249,16,,42610,446,282177597,85830405,1.890625,1.859375,4676,0,33.85546875,23.1328125,benign
0.0,414,3788,WUDFHost.exe,0.1671224696732813,6,,1,0,0,0,0.015625,0.15625,86,0,6.84375,2.046875,benign
0.0,748,3844,SearchIndexer.exe,0.8161528827195177,17,,4886,2663,8103462,83718922,20.734375,3.0,65889,0,33.421875,25.3125,benign
0.0,122,3912,svchost.exe,0.1480445621763313,4,,0,0,0,0,0.0,0.03125,58,0,6.0625,1.58203125,benign
0.0,163,3932,svchost.exe,0.2465819543980777,3,,1,0,5535,0,0.09375,0.171875,1254,0,10.09765625,1.89453125,benign
0.0,325,4000,svchost.exe,0.181717068908448,10,,0,0,0,0,0.0,0.046875,38,0,7.44140625,2.5859375,benign
0.0,202,4008,svchost.exe,0.1713196093226102,9,,1,0,0,0,0.015625,0.046875,250,0,7.015625,2.03125,benign
0.0,211,4056,svchost.exe,0.1799046676962377,6,,1,0,0,0,0.0,0.046875,55,0,7.3671875,1.8671875,benign
0.0,499,4100,ctfmon.exe,0.4690303558125138,8,128.0,15,0,32385,0,3.9375,12.828125,136044,0,19.20703125,4.44921875,benign
0.0,112,4132,conhost.exe,0.1462321609641211,5,32.0,160,272,368,17778,0.109375,0.046875,3863,0,5.98828125,1.3828125,benign
0.0,531,4252,svchost.exe,0.8265503423053553,8,32.0,387,5106,1581172,10738264,2.734375,2.453125,2914,0,33.84765625,8.59765625,benign
0.0,465,4276,MpDefenderCoreService.exe,0.5011766299448743,9,,680,19,5917115,36544,0.171875,0.546875,116,0,20.5234375,8.8046875,benign
0.0,214,4468,MicrosoftEdgeUpdate.exe,0.0862321418862136,4,,1,49,92,4660,0.03125,0.109375,945,0,3.53125,2.04296875,benign
0.0,314,4472,taskhostw.exe,0.3872815221880833,7,32.0,115,958,6215772,23698162,1.125,1.40625,5215,0,15.859375,6.30859375,benign
0.0,376,4564,WmiPrvSE.exe,0.4376471979800312,13,,4004,4002,1397596,387572,5.5625,12.28125,88163,0,17.921875,11.41796875,benign
0.0,231,4696,msdtc.exe,0.1774245397216342,9,,1,3,116,151712,0.078125,0.171875,8317,0,7.265625,2.796875,benign
0.0,129,4736,AggregatorHost.exe,0.174467464059607,4,,55,0,12256434,0,0.1875,0.234375,905,0,7.14453125,2.49609375,benign
0.0,285,4888,svchost.exe,0.3685851728410724,4,,0,0,0,0,0.5,0.75,280,0,15.09375,3.27734375,benign
0.0,239,4908,svchost.exe,0.2850239380044318,7,,1,2,242688,8192,0.140625,0.125,153,0,11.671875,2.93359375,benign
0.0,299,4952,svchost.exe,0.5005089031824812,6,32.0,0,0,0,0,0.203125,0.390625,22259,0,20.49609375,3.640625,benign
0.0,175,4972,svchost.exe,0.1823847956708412,3,,264,0,5392,0,0.015625,0.046875,65,0,7.46875,1.7421875,benign
0.0,182,5088,SearchFilterHost.exe,0.2188235989900156,6,,363,0,7414,0,0.03125,0.09375,694,0,8.9609375,2.171875,benign
0.0,307,5172,svchost.exe,0.3253737123604808,6,,11,4,4857,4203,0.03125,0.234375,163,0,13.32421875,3.86328125,benign
0.0,2336,5268,explorer.exe,4.175772392932398,57,32.0,9290,676,16499342,1597279,24.34375,108.15625,821121,0,171.0,91.65234375,benign
0.0,336,5276,msedgewebview2.exe,1.056725296256056,20,32768.0,1008,938,4061872,174584,0.296875,1.765625,6426,0,43.2734375,16.53125,benign
0.0,373,5356,msedgewebview2.exe,0.7041655657124215,22,32.0,2104,5721,1893031,6471469,1.296875,1.296875,6523,0,28.8359375,13.49609375,benign
0.0,165,5600,python.exe,0.3135454097123719,1,32.0,65,0,7197755,0,0.0625,0.03125,172,0,12.83984375,4.5234375,benign
0.0,176,5628,conhost.exe,0.3694436786784352,5,32.0,2,0,9270,0,0.0,0.0,938,0,15.12890625,6.828125,benign
0.0,184,5744,msedge.exe,0.1662639638359185,7,32.0,55,46,7321,552,0.015625,0.125,312,0,6.80859375,2.04296875,benign
0.0,145,5920,cmd.exe,0.1881081679199262,3,32.0,0,0,0,0,0.015625,0.0,97,0,7.703125,4.71484375,benign
0.0,244,5972,svchost.exe,0.2129094476659611,8,,1,0,63942,0,0.03125,0.171875,439,0,8.71875,4.15234375,benign
0.0,207,6180,NisSrv.exe,0.2420986461362944,3,,0,0,0,0,0.015625,0.109375,829,0,9.9140625,4.26953125,benign
0.0,147,6228,msedgewebview2.exe,0.1486168994012398,10,32.0,13,5,1880,60,0.0,0.03125,240,0,6.0859375,2.08984375,benign
0.0,620,6296,StartMenuExperienceHost.exe,1.5220354601066646,8,32.0,92,364,335959,82632,1.34375,1.765625,4798,0,62.328125,18.4140625,benign
0.0,333,6356,RuntimeBroker.exe,0.6757394835419661,2,32.0,16,0,46945,0,0.265625,0.546875,203,0,27.671875,4.4140625,benign
0.0,508,6380,svchost.exe,0.4980287752078777,15,,86,9,2801161,55062,0.015625,0.09375,734,0,20.39453125,9.203125,benign
0.0,559,6388,svchost.exe,0.5366615378892012,5,32.0,1712,2891,15596044,97851486,8.8125,6.328125,6688,0,21.9765625,7.7421875,benign
0.0,2286,6524,SearchApp.exe,2.192528519086969,51,32.0,8011,4871,43812576,22407444,14.0,18.21875,77869,0,89.78515625,173.73046875,benign
0.0,145,6584,cmd.exe,0.1881081679199262,3,32.0,0,0,0,0,0.015625,0.0,146,0,7.703125,4.71875,benign
0.0,805,6632,SearchApp.exe,1.298251605167442,17,32.0,970,196,1274970,967726,0.515625,1.296875,4899,0,53.1640625,17.4921875,benign
0.0,523,6648,RuntimeBroker.exe,0.8420034473778848,9,32.0,741,2,290707,248,0.78125,1.921875,3686,0,34.48046875,11.0,benign
0.0,123,7076,uhssvc.exe,0.1476630040263923,3,,0,1,0,65536,0.015625,0.046875,1792,0,6.046875,1.3359375,benign
0.0,221,7124,svchost.exe,0.167217859210766,6,,0,0,0,0,0.0625,0.09375,242,0,6.84765625,1.88671875,benign
0.0,285,7224,svchost.exe,0.2730048562813533,4,,3,0,8573,0,0.21875,0.046875,194,0,11.1796875,2.53125,benign
0.0,165,7276,python.exe,0.3158347586120059,1,32.0,64,0,7189089,0,0.078125,0.015625,197,0,12.93359375,4.63671875,benign
0.0,1097,7372,Code.exe,2.709921370404252,51,32.0,120519,74528,119665911,72008282,63.125,120.890625,1053134,0,110.97265625,107.296875,benign
0.0,198,7380,conhost.exe,0.3931956735121378,5,32.0,1,0,60,0,0.0,0.015625,888,0,16.1015625,6.890625,benign
0.0,169,7412,SecurityHealthSystray.exe,0.2181558722276223,1,32.0,1,0,7903,0,0.0,0.078125,441,0,8.93359375,1.71875,benign
0.0,399,7444,SecurityHealthService.exe,0.3651511494916214,6,,1,1,14257,4096,0.25,0.6875,3342,0,14.953125,4.5390625,benign
0.0,607,7552,vmtoolsd.exe,0.6787919487414781,9,32.0,2697,229,8512311,20941,9.625,8.359375,209631,0,27.796875,23.1796875,benign
0.0,511,7604,msedgewebview2.exe,1.680763650481288,21,64.0,2140,3330,2843056,5979573,3.296875,2.046875,20935,0,68.828125,143.8515625,benign
0.0,224,7680,Code.exe,0.6882355129524683,7,32.0,20,19,5847,228,0.0,0.09375,211,0,28.18359375,10.42578125,benign
0.0,209,7752,svchost.exe,0.1865819353201702,2,,1,1,5788,4096,0.03125,0.046875,63,0,7.640625,1.65625,benign
0.0,349,7812,Code.exe,3.7389837007897295,16,32768.0,166399,149223,1456592526,17118752,35.4375,177.28125,1218823,0,153.11328125,198.203125,benign
0.0,332,7844,Code.exe,1.0356442084719264,15,32.0,1653,2858,2501484,891686,1.484375,0.59375,18661,0,42.41015625,13.08984375,benign
0.0,773,7876,OneDrive.exe,1.44381603936917,24,32.0,67,3439,1177187,1030515,0.859375,2.234375,14992,0,59.125,25.21484375,benign
0.0,329,8024,RuntimeBroker.exe,0.6020987606037395,3,32.0,258,8,168154,128,0.1875,0.875,449,0,24.65625,8.40625,benign
0.0,200,8064,conhost.exe,0.3939587898120159,5,32.0,1,0,60,0,0.03125,0.015625,842,0,16.1328125,6.890625,benign
0.0,511,8092,Code.exe,8.966711913103948,16,32.0,294075,268470,337398399,1478094182,384.625,60.8125,2444189,0,367.19140625,315.00390625,benign
0.0,1686,8128,msedge.exe,3.850780238721856,59,32.0,111659,63438,117992478,159185432,51.703125,49.890625,806897,0,157.69140625,82.30859375,benign
0.0,339,8308,Code.exe,2.1825126176510707,22,32.0,4681,2022,25672683,8820292,7.5625,4.28125,358171,0,89.375,81.3125,benign
0.0,361,8340,Code.exe,4.365979130676989,22,32.0,44318,51913,30846228,212128154,26.359375,12.21875,1392323,0,178.7890625,181.9921875,benign
0.0,319,8356,Code.exe,2.090843272128226,24,32.0,136,5039,1226015,21884376,11.171875,5.828125,715789,0,85.62109375,87.47265625,benign
0.0,346,8408,msedge.exe,0.9555169969847368,18,32.0,49902,127600,35761034,81189622,28.359375,11.03125,178666,0,39.12890625,17.0625,benign
0.0,308,8416,msedge.exe,1.0447062145329775,17,32768.0,42721,38137,193541393,4747192,9.453125,45.9375,214368,0,42.78125,17.828125,benign
0.0,201,8424,msedge.exe,0.4263912325568306,11,32.0,3050,8136,22312265,32783593,1.265625,1.46875,32924,0,17.4609375,8.7890625,benign
0.0,177,8640,msedgewebview2.exe,0.3696344577534047,9,32.0,91,152,716834,1402015,0.015625,0.84375,1383,0,15.13671875,10.31640625,benign
0.0,401,8700,Code.exe,2.689984957069939,30,32.0,4839,9736,2478295,36725244,9.703125,10.515625,435239,0,110.15625,129.71484375,benign
0.0,624,8748,svchost.exe,0.4907791703590366,11,,19,193,189622,159432984,3.71875,4.578125,55766,0,20.09765625,11.8125,benign
0.0,531,8840,TextInputHost.exe,0.902861972293155,10,32.0,1,0,4096,0,1.265625,2.796875,42859,0,36.97265625,12.4609375,benign
0.0,165,9044,python.exe,0.2901749730286083,1,32.0,64,0,7189089,0,0.046875,0.015625,190,0,11.8828125,4.53125,benign
0.0,220,9240,svchost.exe,0.280349850667679,3,,2,0,24,0,0.78125,2.15625,76,0,11.48046875,2.69921875,benign
0.0,147,9304,svchost.exe,0.2745310888811093,4,,1,0,6540,0,0.0,0.0625,90,0,11.2421875,1.875,benign
0.0,545,9344,ShellExperienceHost.exe,0.9585694621842488,10,32.0,4,0,8900,0,0.234375,0.53125,2673,0,39.25390625,15.12890625,benign
0.0,222,9356,msedge.exe,0.3985374876112838,10,32.0,22,32,30515,42408,0.0625,0.109375,1839,0,16.3203125,7.984375,benign
0.0,368,9528,msedge.exe,0.5415264043009235,9,32.0,28,45,15136,55832,0.109375,0.171875,1633,0,22.17578125,11.01953125,benign
0.0,176,9536,svchost.exe,0.1792369409338444,3,,3,2,4400,276,0.0,0.015625,67,0,7.33984375,1.59765625,benign
0.0,255,9652,Code.exe,10.312085949788855,15,32.0,17533,3763,65072017,933724,35.671875,12.3125,95221,0,422.28515625,446.9921875,benign
0.0,372,9724,SearchProtocolHost.exe,0.3618125156796552,8,,35,0,3613901,0,0.046875,0.140625,1419,0,14.81640625,2.78125,benign
0.0,244,9740,notepad.exe,0.3552306375932075,1,32.0,2,0,10097,0,1.171875,11.84375,86680,0,14.546875,2.59765625,benign
0.0,63,9832,pet.exe,0.1395548933401886,1,32.0,28,2115,12247,271559,0.234375,1.90625,76,0,5.71484375,1.59765625,benign
0.0,111,9840,conhost.exe,0.1233386719677812,2,32.0,0,0,0,0,0.015625,0.078125,590,0,5.05078125,6.17578125,benign
0.0,617,9856,msedge.exe,0.4625438672635508,17,64.0,24513,25997,14442585,31794532,26.328125,5.796875,180620,0,18.94140625,100.5703125,benign
0.0,226,9948,svchost.exe,0.2481081869978337,8,,0,0,0,0,0.015625,0.203125,201,0,10.16015625,2.98046875,benign
0.0,109,9968,conhost.exe,0.1313513931165002,5,32.0,2,2,0,125,0.0,0.015625,159,0,5.37890625,1.26953125,benign
0.0,229,10024,svchost.exe,0.289125688116276,5,,25,0,107468,0,0.125,0.359375,87,0,11.83984375,2.6953125,benign
0.0,454,10044,powershell.exe,1.245215022325921,9,32.0,141,2,483301,120,0.59375,2.015625,75192,0,50.9921875,59.96875,benign
0.0,213,10188,msedge.exe,0.5653737886721109,15,64.0,44,59,66776,113776,0.109375,0.109375,1196,0,23.15234375,20.6328125,benign
0.0,3144,4,System,0.0032432442744814,113,,231,1261,488500,44026468,0.0,152.609375,1731854,0,0.1328125,0.19140625,benign
0.0,0,92,Registry,0.7079811472118116,4,,86,2542,675840,66748416,0.0,0.6875,4999,0,28.9921875,4.78125,benign
0.0,257,212,msedge.exe,0.5670908003468363,9,32.0,88,66,44275,46336,0.265625,0.453125,4077,0,23.22265625,8.78125,benign
0.0,53,316,smss.exe,0.0234658262212484,2,,22,37,16804,32062,0.015625,0.203125,923,0,0.9609375,1.0703125,benign
0.0,165,384,python.exe,0.3154532004620669,1,32.0,64,0,7189089,0,0.0625,0.03125,198,0,12.91796875,4.6328125,benign
0.0,281,404,svchost.exe,0.2793959552928315,2,,0,0,0,0,0.0625,0.171875,92,0,11.44140625,1.91796875,benign
0.0,539,416,csrss.exe,0.1107472530197942,10,,253,0,194096,0,0.109375,0.640625,14235,0,4.53515625,1.671875,benign
0.0,165,492,wininit.exe,0.1430843062271244,1,,2,0,9732,0,0.015625,0.046875,392,0,5.859375,1.32421875,benign
0.0,601,500,csrss.exe,1.1164391467215091,12,,160957,0,4207503,0,0.203125,25.3125,1047865,0,45.71875,3.67578125,benign
0.0,999,504,dwm.exe,1.0994598090492238,15,,2,0,109516,0,32.296875,35.234375,985121,0,45.0234375,66.8203125,benign
0.0,283,556,winlogon.exe,0.2318919656254262,5,,3,0,9872,0,0.0625,0.28125,949,0,9.49609375,3.66796875,benign
0.0,651,636,services.exe,0.2056598428171201,5,,54,35,413812,24084,0.6875,2.375,860,0,8.421875,4.828125,benign
0.0,1387,652,lsass.exe,0.4339270060181259,9,,1892,1260,140458,198421,2.28125,3.046875,22386,0,17.76953125,7.76171875,benign
0.0,799,708,powershell.exe,1.5815585314971483,9,32.0,164,166,485445,1621,0.75,1.046875,24883,0,64.765625,65.84765625,benign
0.0,1416,780,svchost.exe,0.6470272327590565,16,,40,8,307200,98304,4.171875,12.0,26931,0,26.49609375,10.33203125,benign
0.0,216,800,svchost.exe,0.2116693836786593,2,,0,0,0,0,0.03125,0.09375,50,0,8.66796875,2.14453125,benign
0.0,50,808,fontdrvhost.exe,0.1206677649182082,5,,0,0,0,0,0.109375,0.28125,7886,0,4.94140625,1.84765625,benign
0.0,50,816,fontdrvhost.exe,0.0654372227145382,5,,0,0,0,0,0.0,0.03125,1849,0,2.6796875,1.45703125,benign
0.0,1199,900,svchost.exe,0.3507473293314243,12,,22,0,90112,0,7.34375,9.71875,20488,0,14.36328125,7.52734375,benign
0.0,309,948,svchost.exe,0.2329412505377585,4,,0,0,0,0,0.234375,0.59375,1558,0,9.5390625,2.53515625,benign
0.0,180,956,audiodg.exe,0.2916058160908795,7,32.0,0,0,0,0,0.0625,1.703125,249,0,11.94140625,6.15625,benign
0.0,120,1032,svchost.exe,0.1206677649182082,3,,0,0,0,0,0.015625,0.015625,62,0,4.94140625,1.265625,benign
0.0,114,1068,conhost.exe,0.1498569633885416,5,32.0,71,139,167,9083,0.390625,1.59375,187415,0,6.13671875,1.296875,benign
0.0,416,1172,svchost.exe,0.3618125156796552,7,,3524,981,79725264,18224064,0.9375,3.21875,3510,0,14.81640625,16.19140625,benign
0.0,393,1200,svchost.exe,0.3559937538930854,5,,1,661,6,9367230,0.4375,1.34375,1939,0,14.578125,5.9453125,benign
0.0,246,1232,svchost.exe,0.3163117062994297,2,,27,0,200704,0,0.09375,0.171875,69,0,12.953125,3.1484375,benign
0.0,142,1276,svchost.exe,0.1556757251751113,1,,0,0,0,0,0.078125,0.203125,44,0,6.375,4.234375,benign
0.0,245,1320,svchost.exe,0.215198796565595,6,,0,0,0,0,0.71875,1.25,1527,0,8.8125,2.50390625,benign
0.0,158,1324,python.exe,0.2908426997910015,3,32.0,64,0,7188087,0,0.046875,0.03125,121,0,11.91015625,4.5859375,benign
0.0,167,1336,svchost.exe,0.1404133991775514,2,,0,0,0,0,0.140625,0.171875,12008,0,5.75,1.4609375,benign
0.0,236,1364,svchost.exe,0.1716057779350645,7,,0,0,0,0,0.125,0.484375,976,0,7.02734375,2.19921875,benign
0.0,205,1464,dllhost.exe,0.2509698731223762,4,,24,72,2408448,1028096,0.03125,0.0625,310,0,10.27734375,3.84375,benign
0.0,230,1516,svchost.exe,0.2482035765353184,3,,0,0,0,0,0.015625,0.078125,89,0,10.1640625,2.32421875,benign
