cpu_percent,memory_rss_mb,read_bytes,write_bytes,is_keylogger
10.218845561405772,313.24293130344626,1594,2458,0
10.78089701179909,195.90874837981735,163,6372,0
0.7842067427700817,368.84758240969694,1747,8491,0
9.86837335424933,331.08684404710135,58,7760,0
14.211748539878426,308.56738918151655,1624,3572,0
12.156658682392363,418.6867568740636,3215,5368,0
13.307600391364392,306.3952948559309,3133,4258,0
0.7825821563962403,161.0396662147358,3923,1703,0
14.915599024668847,448.70685439893026,3885,1193,0
1.86390722752619,451.9691376612452,1776,5656,0
2.112520667299269,333.7414661440409,2988,8921,0
12.809554612571757,465.8674617576573,4315,5612,0
5.357539152530578,475.52742344289027,3371,5197,0
11.92563900001043,174.5862913964287,3116,3996,0
6.175524777470334,492.81046049096784,2017,8696,0
3.168746133320841,462.4256178248779,2447,6309,0
9.62132226362085,126.0165352575831,4170,476,0
5.632450287715118,119.8818451069466,1183,1839,0
5.81478674544825,55.72398854032022,1644,4111,0
14.161102412534408,351.10169112751487,2513,2243,0
12.022065616086053,204.8494065285903,3134,8358,0
3.8437411232487015,384.448572546355,4124,2617,0
1.2738589537775884,384.59340080898187,2643,8799,0
9.049944919593628,432.71123681686373,4391,1335,0
8.781609478518442,432.5885651259555,942,5820,0
2.7204377203766623,425.00819712160785,1450,9028,0
9.234508612900678,168.4987576814999,3729,5547,0
4.909209807682798,317.20202114607656,270,7640,0
14.048954875325308,51.70900691441814,3439,3993,0
2.311808492029435,244.66797157622653,1470,6407,0
5.013935325229724,314.1098586363123,4297,7416,0
9.376871928241803,383.1895376424923,1957,8892,0
4.217746518510415,376.31989135954797,1369,3307,0
7.255391376434129,465.7556510087055,4334,1484,0
1.1589981940992642,351.5894499329221,1812,1209,0
1.8113478177136264,388.02594980183375,2540,3292,0
1.070324338758448,353.39374300995706,586,8397,0
1.043156627177828,493.0480587918667,1459,7015,0
12.52478092896067,450.1932099146858,1699,586,0
13.671769799859321,94.69051885123423,4328,2747,0
9.21315997386585,445.0355174963678,2364,2759,0
14.2152379579595,442.8798115344665,301,6066,0
6.087210366466328,469.8724352007378,3367,6110,0
1.7519083774662887,56.67468787003309,2175,2140,0
6.615298037301363,70.77702250508896,1131,4250,0
8.595693302093327,365.6728161552332,886,8036,0
4.448257359141904,341.1282846351073,1900,8114,0
14.162602198400037,406.6663921466745,2375,567,0
13.225184546365313,409.9995312855146,1089,6316,0
4.710348116799305,52.20448991841239,3574,98,0
1.9485509625603128,346.06374283790234,4940,327,0
5.233232163504575,359.6809535824015,3491,286,0
8.39178471069018,369.794277193119,3955,4452,0
9.851794762100337,319.7239904100545,492,7430,0
4.144635583009098,475.0233197040653,3054,7881,0
5.929512392458268,210.52734016642685,2957,4033,0
14.065506155465894,188.2452668221536,2448,729,0
12.330703797573952,176.89334808645307,4986,9276,0
10.962691043734024,347.18232364908823,2817,2082,0
14.07574926978154,329.32883424496583,4322,286,0
10.493748505049178,412.93510850830154,2735,1967,0
2.1685840899697393,136.09439736840596,3452,5726,0
