timestamp,pid,process_name,is_keylogger,cpu_percent,memory_rss_mb,num_threads,num_handles,read_bytes,write_bytes
2025-11-11T15:07:53.504152,2792,svchost.exe,0,0.0,3.078125,7,513,1086048384,6617475384
2025-11-11T15:07:53.565924,2848,svchost.exe,0,0.0,1.02734375,6,509,0,0
2025-11-11T15:07:53.619927,2864,chrome.exe,0,0.0,0.0,7,166,82116,27372
2025-11-11T15:07:53.683424,2968,NVDisplay.Container.exe,0,0.0,3.1796875,36,501,49362289,336255598
2025-11-11T15:07:53.745196,2976,svchost.exe,0,0.0,1.69140625,4,130,0,0
2025-11-11T15:07:53.799267,3068,chrome.exe,0,0.0,0.51171875,19,398,2893584,15186232
2025-11-11T15:07:53.863048,3076,svchost.exe,0,0.0,0.453125,2,219,0,0
2025-11-11T15:07:53.917719,3132,RuntimeBroker.exe,0,0.0,0.69921875,2,140,0,0
2025-11-11T15:07:53.981609,3136,spaceman.exe,0,0.0,0.00390625,2,62,0,0
2025-11-11T15:07:54.049233,3168,WUDFHost.exe,0,0.0,4.0625,18,451,8290152,113256
2025-11-11T15:07:54.112557,3324,svchost.exe,0,0.0,0.48828125,5,187,754,0
2025-11-11T15:07:54.176727,3340,svchost.exe,0,0.0,1.23828125,5,317,0,0
2025-11-11T15:07:54.241453,3348,svchost.exe,0,0.0,1.6328125,3,240,280260649,257267213
2025-11-11T15:07:54.295950,3424,RuntimeBroker.exe,0,0.0,8.12109375,11,540,60131,188
2025-11-11T15:07:54.350525,3428,chrome.exe,0,0.0,74.2734375,20,601,73206665,22588785
2025-11-11T15:07:54.413204,3468,MemCompression,0,86.6,126.14453125,70,0,0,0
2025-11-11T15:07:54.476418,3508,svchost.exe,0,0.0,0.46875,3,236,548552,0
2025-11-11T15:07:54.541124,3588,igfxCUIServiceN.exe,0,0.0,0.00390625,2,218,54066,0
2025-11-11T15:07:54.603219,3668,svchost.exe,0,0.0,0.484375,3,651,0,20996
2025-11-11T15:07:54.664846,3676,svchost.exe,0,0.0,1.66015625,9,217,0,0
2025-11-11T15:07:54.726585,3752,dasHost.exe,0,0.0,0.00390625,1,143,0,0
2025-11-11T15:07:54.780911,3784,msedgewebview2.exe,0,0.0,2.26953125,10,176,19425198,5253111
2025-11-11T15:07:54.843583,3868,svchost.exe,0,0.0,0.46484375,8,269,0,0
2025-11-11T15:07:54.906362,3968,svchost.exe,0,0.0,2.6484375,13,464,116,32928
2025-11-11T15:07:54.967794,3996,svchost.exe,0,0.0,0.77734375,8,762,372804952,0
2025-11-11T15:07:55.029322,4040,svchost.exe,0,0.0,0.42578125,4,163,0,0
2025-11-11T15:07:55.090279,4080,svchost.exe,0,0.0,3.53515625,14,628,143947608,160
2025-11-11T15:07:55.144363,4192,zWebview2Agent.exe,0,0.0,3.05078125,21,426,44921261,46891442
2025-11-11T15:07:55.208088,4284,svchost.exe,0,0.0,0.44140625,4,296,512,0
2025-11-11T15:07:55.270621,4308,svchost.exe,0,0.0,13.94921875,5,421,2965780548,296690512
2025-11-11T15:07:55.332877,4380,spoolsv.exe,0,0.0,3.12890625,13,666,423104221,320
2025-11-11T15:07:55.395102,4416,svchost.exe,0,0.0,3.32421875,11,435,970249612,66739512
2025-11-11T15:07:55.456145,4484,svchost.exe,0,0.0,0.0,4,206,0,4259581
2025-11-11T15:07:55.519666,4548,svchost.exe,0,0.0,0.44921875,4,180,414564,514104
2025-11-11T15:07:55.582725,4576,NVDisplay.Container.exe,0,0.0,0.7265625,27,1150,125580190,37676147
2025-11-11T15:07:55.644764,4636,svchost.exe,0,0.0,0.453125,3,187,2837114,110592
2025-11-11T15:07:55.706663,4756,WmiPrvSE.exe,0,0.0,1.3125,5,282,0,0
2025-11-11T15:07:55.760353,4932,chrome.exe,0,0.0,53.8828125,22,566,10553872773,35369121272
2025-11-11T15:07:55.823423,5152,armsvc.exe,0,0.0,0.00390625,2,148,0,0
2025-11-11T15:07:55.885079,5164,AdAppMgrSvc.exe,0,0.0,1.09765625,10,461,1839727,12485544
2025-11-11T15:07:55.947453,5172,AdskLicensingService.exe,0,0.0,1.5625,19,160,702741,82706
2025-11-11T15:07:56.011386,5184,svchost.exe,0,0.0,5.81640625,8,266,0,0
2025-11-11T15:07:56.065074,5192,taskhostw.exe,0,0.0,1.578125,8,332,2248764,241967104
2025-11-11T15:07:56.128450,5208,svchost.exe,0,0.0,1.65625,6,451,23515853,5243313
2025-11-11T15:07:56.190452,5224,officeclicktorun.exe,0,0.0,1.171875,11,572,5219135,973828
2025-11-11T15:07:56.252772,5244,svchost.exe,0,0.0,11.9453125,12,746,1738312504,251549609
2025-11-11T15:07:56.314761,5260,svchost.exe,0,0.0,16.7578125,18,486,42554921508,3701567938
2025-11-11T15:07:56.376846,5280,FNPLicensingService.exe,0,0.0,0.77734375,6,212,0,0
2025-11-11T15:07:56.430830,5308,conhost.exe,0,0.0,0.00390625,5,113,666,23800
2025-11-11T15:07:56.492844,5312,HPPrintScanDoctorService.exe,0,0.0,0.00390625,3,342,53807320,4621
2025-11-11T15:07:56.554603,5320,OneApp.IGCC.WinService.exe,0,0.0,3.9375,6,358,186432,7482
2025-11-11T15:07:56.616411,5348,esif_uf.exe,0,0.0,1.1796875,5,145,9204,306092
2025-11-11T15:07:56.677522,5392,svchost.exe,0,0.0,0.48828125,6,388,116,160
2025-11-11T15:07:56.739156,5400,jhi_service.exe,0,0.0,0.00390625,2,144,0,0
2025-11-11T15:07:56.800365,5480,IntelAudioService.exe,0,0.0,1.13671875,5,392,168118,0
2025-11-11T15:07:56.861451,5540,MpDefenderCoreService.exe,0,0.0,2.0078125,9,522,71887468,791648
2025-11-11T15:07:56.923491,5620,svchost.exe,0,0.0,0.42578125,2,156,0,0
2025-11-11T15:07:56.985795,5628,pg_ctl.exe,0,0.0,0.00390625,2,143,226,0
2025-11-11T15:07:57.047538,5636,mongod.exe,0,115.7,1679.046875,51,373,2629232852,9322741195
2025-11-11T15:07:57.110942,5648,RtkAudUService64.exe,0,0.0,0.265625,16,431,26292,25669632
2025-11-11T15:07:57.173247,5672,GoodixSessionService.exe,0,0.0,0.00390625,2,65,0,0
2025-11-11T15:07:57.236080,5724,svchost.exe,0,0.0,0.453125,5,213,1052352,2294632
2025-11-11T15:07:57.298632,5732,svchost.exe,0,0.0,0.0,3,140,2961408,0
2025-11-11T15:07:57.360736,5772,WavesSysSvc64.exe,0,0.0,0.25390625,19,1160,18093016,17002487
2025-11-11T15:07:57.423278,5780,WMIRegistrationService.exe,0,0.0,0.00390625,2,270,0,0
2025-11-11T15:07:57.485437,5788,MsMpEng.exe,0,0.0,93.8203125,42,980,84456809946,12782905966
2025-11-11T15:07:57.546523,5796,WavesAudioService.exe,0,0.0,0.93359375,4,257,55088,0
2025-11-11T15:07:57.608410,5820,svchost.exe,0,0.0,1.80859375,8,479,3548854,13779400
2025-11-11T15:07:57.670625,5828,TbtP2pShortcutService.exe,0,0.0,0.00390625,3,131,0,0
2025-11-11T15:07:57.733718,5844,svchost.exe,0,0.0,0.4609375,2,135,0,0
2025-11-11T15:07:57.788030,5876,unsecapp.exe,0,0.0,1.8359375,3,128,0,0
2025-11-11T15:07:57.850527,5880,XpedeonUIClientUpdateService.exe,0,0.0,1.1171875,6,306,174328,0
2025-11-11T15:07:57.905351,5932,msedgewebview2.exe,0,0.0,14.5390625,22,320,11693392,35275848
2025-11-11T15:07:57.959690,6020,Code.exe,0,0.0,11.953125,25,333,1271951,1712464
2025-11-11T15:07:58.023138,6068,conhost.exe,0,0.0,0.828125,4,138,1524,0
2025-11-11T15:07:58.084377,6080,svchost.exe,0,0.0,0.45703125,6,188,4794,0
2025-11-11T15:07:58.145849,6128,svchost.exe,0,0.0,0.48046875,6,191,640,112000
2025-11-11T15:07:58.207761,6136,svchost.exe,0,0.0,4.0390625,13,245,2575182,334269
2025-11-11T15:07:58.262094,6160,Code.exe,0,0.0,4.15234375,29,396,2441618,251464719
2025-11-11T15:07:58.316778,6176,Code.exe,0,0.0,1.69921875,8,192,523239,4370
2025-11-11T15:07:58.379557,6516,postgres.exe,0,0.0,2.125,3,408,729108,35979
2025-11-11T15:07:58.434023,6556,taskhostw.exe,0,0.0,0.578125,4,573,926322,1172066
2025-11-11T15:07:58.488680,6560,dllhost.exe,0,0.0,0.44140625,4,240,17935,0
2025-11-11T15:07:58.543230,6588,VirtualBox.exe,0,0.0,12.19140625,16,856,1333330,2093
2025-11-11T15:07:58.598389,6752,python.exe,1,0.0,65.0859375,11,164,12591690,0
2025-11-11T15:07:58.653956,6764,chrome.exe,0,0.0,13.90625,43,1440,6872786852,13372188871
2025-11-11T15:07:58.717931,6808,svchost.exe,0,0.0,0.4609375,12,455,1972,2720
2025-11-11T15:07:58.772178,6864,Code.exe,0,0.0,8.18359375,18,369,9829076,8132279
2025-11-11T15:07:58.826510,6872,WidgetService.exe,0,0.0,2.3203125,6,315,4096,1675
2025-11-11T15:07:58.881789,6916,SetupPrep.exe,0,124.0,1.25390625,2,157,97563633,126274867
2025-11-11T15:07:58.936859,6996,sihost.exe,0,0.0,14.203125,14,959,47195630,336
2025-11-11T15:07:58.991787,7012,RuntimeBroker.exe,0,0.0,6.109375,6,607,178272,2994
2025-11-11T15:07:59.047110,7032,chrome.exe,0,0.0,65.5546875,27,648,329181070,21997404
2025-11-11T15:07:59.102859,7408,RuntimeBroker.exe,0,0.0,0.70703125,2,149,0,0
2025-11-11T15:07:59.166525,7472,postgres.exe,0,0.0,0.00390625,3,361,38143,6583
2025-11-11T15:07:59.227446,7512,postgres.exe,0,0.0,0.00390625,2,365,31900,179579824
2025-11-11T15:07:59.288825,7524,postgres.exe,0,0.0,0.26171875,2,363,31897,213811200
2025-11-11T15:07:59.342916,7588,WavesSvc64.exe,0,0.0,2.28125,37,1021,6040486,5367903
2025-11-11T15:07:59.398838,7604,chrome.exe,0,0.0,1.87890625,21,421,23711880,33899315
2025-11-11T15:07:59.462240,7640,postgres.exe,0,0.0,0.18359375,2,363,31897,598360064
2025-11-11T15:07:59.524168,7648,postgres.exe,0,0.0,1.28515625,2,365,139177,73988
2025-11-11T15:07:59.587546,7656,postgres.exe,0,0.0,0.75,2,365,32421,0
2025-11-11T15:07:59.641659,7828,msedgewebview2.exe,0,0.0,16.2421875,32,931,11190034,4008204
2025-11-11T15:07:59.704411,7988,svchost.exe,0,0.0,0.44921875,5,300,137636,5112
2025-11-11T15:07:59.766954,8592,svchost.exe,0,0.0,4.5625,5,292,7282,0
2025-11-11T15:07:59.821240,8596,RuntimeBroker.exe,0,0.0,9.63671875,36,1192,11941382,676
2025-11-11T15:07:59.875700,8648,igfxEMN.exe,0,0.0,0.0,3,1183,0,25308
2025-11-11T15:07:59.930730,8692,msedgewebview2.exe,0,0.0,4.99609375,22,431,9946710,11192250
2025-11-11T15:07:59.993834,8808,svchost.exe,0,0.0,0.4921875,2,218,508791,0
2025-11-11T15:08:00.047572,8836,msedgewebview2.exe,0,0.0,13.36328125,50,1256,127570945,158297460
2025-11-11T15:08:00.104138,8848,svchost.exe,0,0.0,0.42578125,2,158,0,0
2025-11-11T15:08:00.158534,8856,svchost.exe,0,0.0,3.3359375,8,467,859974,20701480
2025-11-11T15:08:00.221014,8948,RtkAudUService64.exe,0,0.0,0.00390625,3,262,0,0
2025-11-11T15:08:00.276591,8988,svchost.exe,0,0.0,0.4453125,3,140,0,0
2025-11-11T15:08:00.340690,8996,svchost.exe,0,0.0,4.7109375,5,257,1966080,647168
2025-11-11T15:08:00.403122,9072,wlanext.exe,0,0.0,1.24609375,3,138,120784,0
2025-11-11T15:08:00.468947,9092,svchost.exe,0,0.0,6.5859375,7,554,14127480584,280599345
2025-11-11T15:08:00.523413,9116,msedgewebview2.exe,0,0.0,1.56640625,20,288,987752,16798988
2025-11-11T15:08:00.578512,9132,chrome.exe,0,0.0,311.40234375,22,383,20196244,37420389
2025-11-11T15:08:00.633640,9340,Code.exe,0,0.0,45.34375,19,979,302361734,6706903
2025-11-11T15:08:00.695576,9580,svchost.exe,0,0.0,2.76171875,10,398,19627,43723
2025-11-11T15:08:00.750009,9636,explorer.exe,0,0.0,131.89453125,346,14475,5092225332,644876182
2025-11-11T15:08:00.804507,9720,Widgets.exe,0,0.0,1.5078125,9,668,497010,110752153
2025-11-11T15:08:00.859166,9788,CrossDeviceResume.exe,0,0.0,0.80078125,6,515,779107,8
2025-11-11T15:08:00.914378,9976,svchost.exe,0,0.0,0.4375,3,182,10954,0
2025-11-11T15:08:00.970065,9992,Video.UI.exe,0,0.0,0.00390625,14,582,9548024,199666
2025-11-11T15:08:01.025364,10048,msedgewebview2.exe,0,0.0,4.890625,23,504,1103639,1698755
2025-11-11T15:08:01.089608,10056,svchost.exe,0,0.0,1.21875,9,268,0,0
2025-11-11T15:08:01.145114,10072,conhost.exe,0,0.0,0.12890625,2,138,6932,0
2025-11-11T15:08:01.201355,10252,chrome.exe,0,0.0,0.3046875,19,279,2696088,12253944
2025-11-11T15:08:01.266586,10268,svchost.exe,0,0.0,1.859375,14,536,208575510,2220774
2025-11-11T15:08:01.322515,10520,ms-teams.exe,0,0.0,10.4375,45,976,63322269,54064440
2025-11-11T15:08:01.378522,10556,svchost.exe,0,0.0,10.49609375,12,366,0,0
2025-11-11T15:08:01.443634,10748,svchost.exe,0,0.0,1.3125,5,445,14000,1663598
2025-11-11T15:08:01.498681,10816,svchost.exe,0,0.0,1.73828125,2,297,46429,0
2025-11-11T15:08:01.554282,11012,StartMenuExperienceHost.exe,0,0.0,12.23828125,18,1279,48937994,2137054
2025-11-11T15:08:01.610903,11128,SearchHost.exe,0,0.0,19.02734375,15,1163,32422524,40153251
2025-11-11T15:08:01.678571,11308,SearchIndexer.exe,0,0.0,20.8046875,14,1171,73740114392,847513586
2025-11-11T15:08:01.735224,11344,msedgewebview2.exe,0,0.0,4.953125,21,369,26077146,50948153
2025-11-11T15:08:01.790126,11372,msedgewebview2.exe,0,0.0,1.2265625,10,197,301773,6953027
2025-11-11T15:08:01.846071,11464,ShellHost.exe,0,0.0,4.83203125,7,442,76771,8
2025-11-11T15:08:01.914939,11572,unsecapp.exe,0,0.0,0.93359375,1,121,0,0
2025-11-11T15:08:01.970899,11684,TextInputHost.exe,0,0.0,73.3046875,49,1673,11511502,57600
2025-11-11T15:08:02.026173,11732,msedgewebview2.exe,0,0.0,1.6953125,10,177,61097351,130779924
2025-11-11T15:08:02.081899,12024,msedgewebview2.exe,0,0.0,18.83203125,46,1181,192189513,147957964
2025-11-11T15:08:02.137620,12068,msedgewebview2.exe,0,0.0,0.0,7,150,2060,120
2025-11-11T15:08:02.201748,12196,dasHost.exe,0,0.0,0.39453125,4,514,0,0
2025-11-11T15:08:02.257223,12272,dllhost.exe,0,0.0,0.4765625,3,233,6919,0
2025-11-11T15:08:02.313014,12292,msedgewebview2.exe,0,0.0,4.12109375,23,411,166784653,131886813
2025-11-11T15:08:02.378476,12376,svchost.exe,0,0.0,0.546875,9,316,17871,13668
2025-11-11T15:08:02.433890,12608,svchost.exe,0,0.0,4.5625,7,322,793977,0
2025-11-11T15:08:02.488517,12672,pet.exe,0,0.0,0.02734375,1,65,25833,54248
2025-11-11T15:08:02.545293,12980,ctfmon.exe,0,0.0,12.3828125,13,668,5231002,1075983
2025-11-11T15:08:02.612906,13152,svchost.exe,0,0.0,0.44140625,4,208,116,160
2025-11-11T15:08:02.668426,13252,msedgewebview2.exe,0,0.0,13.9921875,47,1663,229646027,58523554
2025-11-11T15:08:02.732430,13356,NisSrv.exe,0,0.0,2.0703125,4,214,0,0
2025-11-11T15:08:02.795532,13388,svchost.exe,0,0.0,1.140625,35,1725,1174340031,1162198608
2025-11-11T15:08:02.850033,13396,chrome.exe,0,0.0,2.34765625,11,539,18806850,6241272
2025-11-11T15:08:02.906258,13840,msedgewebview2.exe,0,0.0,4.21875,22,375,12555029,37407148
2025-11-11T15:08:02.960644,14000,Zoom.exe,0,0.0,79.375,70,1475,326347888,115824039
2025-11-11T15:08:03.015899,14020,PhoneExperienceHost.exe,0,0.0,7.48828125,19,3720,2622890,8
2025-11-11T15:08:03.071510,14044,dllhost.exe,0,0.0,0.00390625,2,349,56330757,165940109
2025-11-11T15:08:03.125823,14080,audiodg.exe,0,0.0,14.32421875,9,525,11882,0
2025-11-11T15:08:03.188365,14104,SearchProtocolHost.exe,0,0.0,9.09375,7,390,40486,0
2025-11-11T15:08:03.243589,14108,OneDrive.Sync.Service.exe,0,0.0,0.2109375,17,559,2015221,686590
2025-11-11T15:08:03.298216,14176,SecurityHealthSystray.exe,0,0.0,0.0,1,183,0,0
2025-11-11T15:08:03.353398,14192,msedgewebview2.exe,0,0.0,0.00390625,7,151,2024,108
2025-11-11T15:08:03.416141,14196,SecurityHealthService.exe,0,0.0,0.671875,9,544,24902443,8211340
2025-11-11T15:08:03.472097,14252,RtkAudUService64.exe,0,0.0,0.40234375,11,517,26292,0
2025-11-11T15:08:03.526908,14368,chrome.exe,0,0.0,9.87890625,22,409,6761711,15815592
2025-11-11T15:08:03.582098,14988,svchost.exe,0,0.0,0.890625,5,891,83259004,67536106
2025-11-11T15:08:03.636692,15092,chrome.exe,0,0.0,5.9921875,20,317,738123,1393862
2025-11-11T15:08:03.691085,15108,WebexHost.exe,0,0.0,1.18359375,3,235,47652,0
2025-11-11T15:08:03.753380,15192,svchost.exe,0,0.0,5.4921875,9,352,0,0
2025-11-11T15:08:03.816490,15268,svchost.exe,0,0.0,0.4765625,9,251,155404,131072
2025-11-11T15:08:03.870566,15380,msedge.exe,0,0.0,11.60546875,48,1233,29959411,14393385
2025-11-11T15:08:03.933164,15480,svchost.exe,0,0.0,0.44921875,5,125,0,0
2025-11-11T15:08:03.988251,15520,chrome.exe,0,0.0,139.015625,21,405,45571822,455351808
2025-11-11T15:08:04.043320,15560,AcWebBrowser.exe,0,0.0,1.23046875,7,441,29487,28316
2025-11-11T15:08:04.098522,15652,AcWebBrowser.exe,0,0.0,0.96484375,14,312,46778,36286
2025-11-11T15:08:04.153562,15864,GenuineService.exe,0,0.0,1.25,6,420,186043126,9857155
2025-11-11T15:08:04.215444,15876,svchost.exe,0,0.0,9.7265625,12,9564,496770432,9745660751
2025-11-11T15:08:04.270345,15900,chrome.exe,0,0.0,1.9140625,19,317,5629777,10244407
2025-11-11T15:08:04.324816,15920,acrotray.exe,0,0.0,0.0,2,169,0,0
2025-11-11T15:08:04.379458,16004,AnyDesk.exe,0,0.0,0.5703125,5,438,50832571,48941952
2025-11-11T15:08:04.435183,16268,AdobeARM.exe,0,0.0,0.0,4,434,10552770,2742387
2025-11-11T15:08:04.490042,16308,chrome.exe,0,0.0,219.578125,50,3038,78197622167,51910112336
2025-11-11T15:08:04.553939,16364,svchost.exe,0,0.0,1.42578125,7,214,13456,18560
2025-11-11T15:08:04.608524,16448,chrome.exe,0,0.0,0.41796875,14,230,2630632,11062768
2025-11-11T15:08:04.672528,16604,SearchFilterHost.exe,0,0.0,9.98828125,4,194,12657,0
2025-11-11T15:08:04.726914,16772,msedgewebview2.exe,0,0.0,9.6953125,19,304,2462704,25986132
2025-11-11T15:08:04.781400,16848,chrome.exe,0,0.0,2.08203125,10,276,16237865,22263928
2025-11-11T15:08:04.836507,16860,chrome.exe,0,0.0,1.8515625,8,179,69059,172808
2025-11-11T15:08:04.891171,16912,chrome.exe,0,0.0,187.6640625,24,3016,7499008926,718043915
2025-11-11T15:08:04.945623,16992,msedgewebview2.exe,0,0.0,1.76171875,20,311,44923428,15969772
2025-11-11T15:08:05.011526,17232,dwm.exe,0,0.0,50.76171875,19,2184,25018500,0
2025-11-11T15:08:05.065893,17424,ApplicationFrameHost.exe,0,0.0,1.04296875,7,479,53106,120
2025-11-11T15:08:05.120880,17560,VirtualBoxVM.exe,0,0.0,0.00390625,1,89,43927536,31996
2025-11-11T15:08:05.177261,17616,SystemSettings.exe,0,0.0,0.0,37,1476,5930258,6559
2025-11-11T15:08:05.231675,17796,Code.exe,0,0.0,308.3046875,15,262,119843788,1868335
2025-11-11T15:08:05.286219,18292,WindowsPackageManagerServer.exe,0,0.0,2.36328125,5,460,498010,19790
2025-11-11T15:08:05.341324,18532,VirtualBoxVM.exe,0,30.9,30.87890625,39,1435,45762537563,79739337249
2025-11-11T15:08:05.396503,18600,chrome.exe,0,0.0,7.17578125,12,239,882362947,1690669696
2025-11-11T15:08:05.451769,18908,conhost.exe,0,0.0,0.00390625,2,98,0,0
2025-11-11T15:08:05.507870,19028,chrome.exe,0,0.0,2.17578125,19,325,395574,220784
2025-11-11T15:08:05.562720,19128,chrome.exe,0,0.0,7.3046875,22,429,32514209,63434140
2025-11-11T15:08:05.618280,19680,Code.exe,0,0.0,0.00390625,7,238,178310,240
2025-11-11T15:08:05.673148,19900,chrome.exe,0,0.0,11.6328125,18,591,2662927826,102114408
2025-11-11T15:08:05.728532,20040,msedge.exe,0,0.0,1.16796875,10,172,599756,135664
2025-11-11T15:08:05.791962,20076,svchost.exe,0,0.0,7.34765625,4,138,2282451,999
2025-11-11T15:08:05.846051,20380,msedgewebview2.exe,0,0.0,0.125,7,186,2240,180
2025-11-11T15:08:05.901051,20520,WindowsTerminal.exe,0,0.0,30.125,9,619,132917,3336
2025-11-11T15:08:05.964651,20844,svchost.exe,0,0.0,0.76171875,6,196,737280,110592
2025-11-11T15:08:06.027482,20876,VBoxSDS.exe,0,0.0,0.42578125,3,221,0,1397
2025-11-11T15:08:06.089586,21316,svchost.exe,0,0.0,0.86328125,6,172,0,0
2025-11-11T15:08:06.143932,21708,Zoom.exe,0,0.0,5.54296875,37,1029,48242263,58650
2025-11-11T15:08:06.199083,21952,LockScreenContentServer.exe,0,0.0,0.0,1,114,32949,0
2025-11-11T15:08:06.254764,22080,chrome.exe,0,0.0,37.140625,22,435,41748998,126794343
2025-11-11T15:08:06.310257,22140,Code.exe,0,0.0,184.5390625,20,496,654373851,406964734
2025-11-11T15:08:06.365063,22160,chrome.exe,0,0.0,67.8203125,22,444,19409380,15088033
2025-11-11T15:08:06.419574,22244,msedgewebview2.exe,0,0.0,35.24609375,21,323,94820898,45558743
2025-11-11T15:08:06.475646,22300,WhatsApp.exe,0,0.0,0.00390625,22,1593,36568123,14292855
2025-11-11T15:08:06.530103,23016,powershell.exe,0,0.0,13.796875,11,951,299571,10903
2025-11-11T15:08:06.585598,23068,msedge.exe,0,0.0,0.4453125,8,144,7188,168
2025-11-11T15:08:06.639890,23284,svchost.exe,0,0.0,0.4609375,4,362,13545,160
2025-11-11T15:08:06.695276,23388,backgroundTaskHost.exe,0,0.0,0.0,14,328,0,0
2025-11-11T15:08:06.750297,23432,msedgewebview2.exe,0,0.0,5.34375,23,766,8678297,1407978
2025-11-11T15:08:06.805465,24128,chrome.exe,0,0.0,37.03125,20,408,43878285,11738818
2025-11-11T15:08:06.860348,24352,Code.exe,0,0.0,41.82421875,24,397,41095248,144073231
2025-11-11T15:08:06.915216,24396,Code.exe,0,0.0,44.51171875,52,1281,390008021,73574949
2025-11-11T15:08:06.969579,24632,conhost.exe,0,0.0,0.00390625,5,110,3,141
2025-11-11T15:08:07.023802,24660,powershell.exe,0,0.0,0.6953125,9,709,367446,24106
2025-11-11T15:08:07.085778,25004,svchost.exe,0,0.0,0.0,3,119,3341,0
